voltage,current
0.190448,-1.1176527999999999e-05
0.18034,-1.5251822e-05
0.170432,-1.9648406e-05
0.160424,-2.4322123999999998e-05
0.150416,-2.8804196e-05
0.140409,-3.2918005999999995e-05
0.13040136,-3.6168476e-05
0.120393584,-3.833858e-05
0.110385808,-3.9249839999999994e-05
0.100378032,-3.891164e-05
0.090370248,-3.7634e-05
0.080362472,-3.5783304e-05
0.070354688,-3.3763503999999994e-05
0.060346908,-3.1781283999999996e-05
0.050339128,-2.995877e-05
0.040331348,-2.8333535999999997e-05
0.03032357,-2.6924375999999997e-05
0.020315792,-2.5646735999999998e-05
0.010308012,-2.4547589999999998e-05
0.000300233,-2.3579965999999998e-05
-0.009707546,-2.2734468e-05
-0.019715326,-2.1982916e-05
-0.029723104,-2.1325306e-05
-0.039730884,-2.0724066e-05
-0.049738664,-2.0188583999999998e-05
-0.05974644,-1.9718862e-05
-0.069754224,-1.9296116e-05
-0.079762,-1.8892155999999998e-05
-0.089769784,-1.851638e-05
-0.09977756,-1.817818e-05
-0.109785344,-1.7877559999999997e-05
-0.11979312,-1.7605122000000002e-05
-0.129800904,-1.7370261999999998e-05
-0.139808,-1.7135401999999997e-05
-0.149816,-1.6891145999999997e-05
-0.159824,-1.6665681e-05
-0.169832,-1.6459002999999998e-05
-0.179839,-1.6271115999999998e-05
-0.189847,-1.6111411e-05
-0.199855,-1.5989284e-05
-0.209863,-1.5895339e-05
-0.21987,-1.581079e-05
-0.229878,-1.5782607e-05
-0.239886,-1.5820182999999998e-05
-0.249894,-1.5951705e-05
-0.259902,-1.6167777999999998e-05
-0.269909,-1.6505975e-05
-0.279917,-1.6985092000000003e-05
-0.289925,-1.7736643999999996e-05
-0.299933,-1.8572746e-05
-0.30994,-1.9765835999999998e-05
-0.319948,-2.1315914e-05
-0.329956,-2.3335712e-05
-0.339964,-2.582523e-05
-0.349972,-2.8962962e-05
-0.359979,-3.2711329999999995e-05
-0.369987,-3.7211256e-05
-0.379995,-4.2415752e-05
-0.390003,-4.8381203999999994e-05
